Event Name,Event Code,Event Type,Instructor,Course Languages,Component of Module,Weekday,Daytime,Start Time,End Time
"Primate origins of human sociality, cognition and mind",BIO216,Course,Judith Maria Burkart,English,"BIO 216 Primate origins of human sociality, cognition, and mind",Monday,Morning,10.25,12.0
Research Internship Anthropology (in den Forschungsgruppen 4-12 Wochen),BIO550,Other,"Michael Krützen, Judith Maria Burkart, Andrea Migliano, Simon William Townsend, Kathelijne Koops, Hans-Konrad Schmutz",English,BIO 550 Research Internship Anthropology (in the research groups 4-12 weeks),N/A,N/A,N/A,N/A
Anthropological Project Reports,BIO549,Seminar,Anton Weingrill,English,BIO 549 Anthropological Project Reports,Tuesday,Afternoon,12.25,13.0
Anthropological Seminar Series,BIO551,Colloquium,"Judith Maria Burkart, Anton Weingrill",English,BIO 551 Anthropological Seminar Series,Monday,Afternoon,16.0,17.0
Symposium Evolutionary Anthropology,BIO552,Colloquium,"Michael Krützen, Anton Weingrill, Erik Willems",English,BIO 552 Symposium Evolutionary Anthropology,Thursday,Morning,8.0,18.0
Statistik und Datenanalyse: Einführung Gruppe 1,254-014a,Exercise Group,Anna Schorn,German,Introduction to Statistics and Data Analysis,Tuesday,Morning,10.25,12.0
Statistik und Datenanalyse: Einführung Gruppe 2,254-014a,Exercise Group,Anna Schorn,German,Introduction to Statistics and Data Analysis,Tuesday,Morning,10.25,12.0
Statistik und Datenanalyse: Einführung Gruppe 3,254-014a,Exercise Group,Anna Schorn,German,Introduction to Statistics and Data Analysis,Tuesday,Afternoon,16.25,18.0
Statistik und Datenanalyse: Einführung Gruppe 4,254-014a,Exercise Group,Anna Schorn,German,Introduction to Statistics and Data Analysis,Tuesday,Afternoon,16.25,18.0
Statistik und Datenanalyse: Einführung Gruppe 5,254-014a,Exercise Group,Anna Schorn,German,Introduction to Statistics and Data Analysis,Thursday,Afternoon,14.0,15.75
Statistik und Datenanalyse: Einführung Gruppe 6,254-014a,Exercise Group,Anna Schorn,German,Introduction to Statistics and Data Analysis,Thursday,Afternoon,14.0,15.75
Statistik und Datenanalyse: Einführung Gruppe 7,254-014a,Exercise Group,Anna Schorn,German,Introduction to Statistics and Data Analysis,Thursday,Morning,10.25,12.0
Statistik und Datenanalyse: Einführung Gruppe 8,254-014a,Exercise Group,Anna Schorn,German,Introduction to Statistics and Data Analysis,Thursday,Morning,10.25,12.0
Statistik und Datenanalyse: Einführung Gruppe 9,254-014a,Exercise Group,Anna Schorn,German,Introduction to Statistics and Data Analysis,Wednesday,Afternoon,14.0,15.75
Statistik und Datenanalyse: Einführung Gruppe 10,254-014a,Exercise Group,Anna Schorn,German,Introduction to Statistics and Data Analysis,Wednesday,Afternoon,16.25,18.0
Statistik und Datenanalyse: Einführung Gruppe 11 Ersatz,254-014a,Exercise Group,Anna Schorn,German,Introduction to Statistics and Data Analysis,N/A,N/A,N/A,N/A
Statistik und Datenanalyse: Einführung,254-014a,Course,"Werner Wirth, Anna Schorn",German,Introduction to Statistics and Data Analysis,Tuesday,Afternoon,13.0,15.75
Soziale Einflüsse in der digitalen Mediengesellschaft,254k057a,Course,Sarah Geber,German,Social influences in a digital media society,Tuesday,Morning,10.25,12.0
Media Management,254k059a,Course,Markus Will,English,Media Management,Wednesday,Morning,10.25,12.0
Ethnographic Explorations,506-046a,Field Trip,"Bernhard Tschofen, Peter Nikolaus Heinzer",German,Ethnografic Explorations,Tuesday,Afternoon,14.0,15.75
Methods to Study Internet Use,254k101a,Seminar,Eszter Hargittai,English,Methods to Study Internet Use,Wednesday,Afternoon,16.25,18.0
Online Participation,254k102a,Seminar,Jaelle Marisa Fuchs,English,Online Participation,Tuesday,Afternoon,14.0,15.75
"Forschungskolloquium ""Experimentelle Psychopathologie und Psychotherapie"" (G20)",200-902a,Colloquium,Birgit Kleim,"German, English",Research Colloquium 1,Tuesday,Afternoon,14.0,15.75
"Forschungskolloquium ""Substanzstörungen"" (G26)",200-902a,Colloquium,"Boris B. Quednow, Michael Schaub","German, English",Research Colloquium 1,N/A,N/A,N/A,N/A
"Forschungskolloquium ""Substanzstörungen"" (G29)",200-902a,Colloquium,Boris B. Quednow,"German, English",Research Colloquium 1,N/A,N/A,N/A,N/A
"Forschungskolloquium ""Sozialpsychologie"" (G30)",200-902a,Colloquium,Michael Siegrist,German,Research Colloquium 1,N/A,N/A,N/A,N/A
Methoden der Digital Humanities: Digitale Editionen,DH_4,Block Course,Christine Natalie Grundig,German,Methoden der Digital Humanities: Digitale Editionen,N/A,N/A,N/A,N/A
"Forschungskolloquium ""Neuropsychologie sozialer Kognition"" (G31)",200-902a,Colloquium,Hennric Jokeit,German,Research Colloquium 1,N/A,N/A,N/A,N/A
"Forschungskolloquium ""Consciousness Studies"" (G32)",200-902a,Colloquium,N/A,German,Research Colloquium 1,N/A,N/A,N/A,N/A
"Forschungskolloquium ""Forschungsmethoden, Entwicklung und Diversität des",200-902a,Colloquium,Peter Klaver,German,Research Colloquium 1,N/A,N/A,N/A,N/A
"Forschungskolloquium „Entwicklung des Gehirns"" (G36)",200-902a,Colloquium,Nora M. Raschle,German,Research Colloquium 1,N/A,N/A,N/A,N/A
"Forschungskolloquium ""Differentielle Psychologie und Diagnostik"" (G37)",200-902a,Colloquium,Wiebke Bleidorn,German,Research Colloquium 1,Thursday,Afternoon,14.0,15.75
"Forschungskolloquium ""Persönlichkeitspsychologie"" (G38)",200-902a,Colloquium,Christopher James Hopwood,German,Research Colloquium 1,Thursday,Afternoon,14.0,15.75
"Forschungskolloquium ""Persönlichkeit und psychische Gsundheit im interkulturellen",200-902a,Colloquium,Amber Gayle Thalmayer,German,Research Colloquium 1,N/A,N/A,N/A,N/A
"Forschungskolloquium ""Kognitive und verhaltensbasierte",200-902a,Colloquium,Renato Frey,German,Research Colloquium 1,Monday,Afternoon,14.0,15.75
"Forschungskolloquium ""Forschungsmethoden, Evolutionary Neuroscience of",200-902a,Colloquium,Martin Ernst Meyer,German,Research Colloquium 1,N/A,N/A,N/A,N/A
"Forschungskolloquium ""Neuropschologie und Kognitive Neurowissenschaft"" (G42)",200-902a,Colloquium,Paul Sauseng,German,Research Colloquium 1,Thursday,Morning,10.25,12.0
Start! In die Hochschullehre: Grundlagen,TUT_1,Seminar,"Jenny Ammann, Balthasar Eugster, Jasmin Tamara Gygi, Ute Woschnack",German,Start! In die Hochschullehre: Grundlagen,N/A,N/A,N/A,N/A
Start! Academic Teaching: Basics,TUT_1,Seminar,"Jenny Ammann, Balthasar Eugster, Jasmin Tamara Gygi, Ute Woschnack",English,Start! In die Hochschullehre: Grundlagen,N/A,N/A,N/A,N/A
"Forschungskolloquium ""Sozial- und Wirtschaftspsychologie"" (G43)",200-902a,Colloquium,Jörg Alexander J. Gross,German,Research Colloquium 1,Monday,Afternoon,14.0,15.75
"Forschungskolloquium ""Angewandte Teamforschung"" (G44)",200-902a,Colloquium,Jan B. Schmutz-Henestrosa,German,Research Colloquium 1,Thursday,Morning,10.25,12.0
Start! In die Hochschullehre: Vertiefungen,TUT_2,Seminar,"Jenny Ammann, Balthasar Eugster, Jasmin Tamara Gygi, Ute Woschnack",German,Start! In die Hochschullehre: Vertiefungen,N/A,N/A,N/A,N/A
Start! Academic Teaching: Consolidations,TUT_2,Seminar,"Jenny Ammann, Balthasar Eugster, Jasmin Tamara Gygi, Ute Woschnack",English,Start! In die Hochschullehre: Vertiefungen,N/A,N/A,N/A,N/A
Open Access Basics,OA_1,Block Course,"Melanie Röthlisberger, Regula Dorothea Zwicky",English,Open Access Basics,Wednesday,Morning,9.0,17.0
Open Data Basics,OD_1,Block Course,"Melanie Röthlisberger, Stefanie Strebel",English,Open Data Basics,Monday,Morning,9.0,17.0
"""To Know is To Compare"" - Kommunikationsforschung im Plattform-, Länder- und",Zeitvergleich254k104a,Seminar,Kim Pamina Syed Ali,German,"""To Know is To Compare"" - Researching Platform, Country and Time Comparisons",Wednesday,Morning,10.25,12.0
Fachdidaktik Französisch III,090Fr3,Course,Gabriela Ochsner Jannibelli,French,Subject Didactics French III,Monday,Afternoon,14.0,17.75
Museumspraktikum Klassische Archäologie,682-504a,Exercise Group,Martin Bürge,German,Museum internship in Classical Archaeology,Thursday,Afternoon,13.0,15.75
"Cuors da rumantsch vallader (als Fremdsprache, zweites von zwei Semestern)",431j051a,Language Course,Bettina Vital,German,Language Course Vallader,Thursday,Afternoon,12.25,13.75
BIO 255 Finding and Solving Interesting Problems in Molecular Life Sciences,255,Block Course,George Hausmann,English,BIO 255 Finding and Solving Interesting Problems in Molecular Life Sciences,Tuesday,Afternoon,13.0,17.0
ExPra (G01),200-102a,Practical Training,"Miriam Teresa Löffler, Sandro Eduard Stutz",German,Introduction to Experimental Psychology,Tuesday,Afternoon,12.25,13.75
Making your data FAIR,OD_2,Block Course,"Elisabeth-Christine Gamer, Melanie Röthlisberger, Stefanie Strebel",English,Making your data FAIR,Wednesday,Morning,9.0,17.0
ExPra (G02),200-102a,Practical Training,Tove Linnea Hensler,English,Introduction to Experimental Psychology,Friday,Morning,10.25,12.0
ExPra (G04),200-102a,Practical Training,"Myrto Dolcetti, Olenka Dworakowski",German,Introduction to Experimental Psychology,Thursday,Afternoon,12.25,13.75
ExPra (G05),200-102a,Practical Training,"Ruhi Prasad Bhanap, Chenyu Li",English,Introduction to Experimental Psychology,Wednesday,Morning,10.25,12.0
ExPra (G06),200-102a,Practical Training,Marina Haller,German,Introduction to Experimental Psychology,Monday,Afternoon,14.0,15.75
5 Steps to Good Data Science Practice in R,OS_2,Seminar,"Eva Maria Furrer, Reto Gerber",English,5 Steps to Good Data Science Practice in R,Tuesday,Afternoon,16.25,18.0
Expra (G08),200-102a,Practical Training,"Nicolas Oliver Langer, Zofia Baranczuk-Turska, Dorothea Lilli Floris, Tzvetan Popov","German, English",Introduction to Experimental Psychology,Thursday,Afternoon,14.0,15.75
ExPra (G09),200-102a,Practical Training,Matthias Forstmann,German,Introduction to Experimental Psychology,Monday,Afternoon,14.0,15.75
ExPra (G11),200-102a,Practical Training,Annika Schmitz-Wilhelmy,German,Introduction to Experimental Psychology,Friday,Morning,8.0,9.75
ExPra (G13),200-102a,Practical Training,Daniel Hausmann-Thürig,German,Introduction to Experimental Psychology,Friday,Afternoon,14.0,15.75
ExPra (G14),200-102a,Practical Training,Johannes Ullrich,German,Introduction to Experimental Psychology,Wednesday,Morning,10.25,12.0
ExPra (G15),200-102a,Practical Training,"Fabienne Seline Verena Wehrli, Natascha Wettstein",German,Introduction to Experimental Psychology,Tuesday,Afternoon,14.0,15.75
ExPra (G16),200-102a,Practical Training,"Michèle Schneeberger, Andreas Walther",German,Introduction to Experimental Psychology,Monday,Afternoon,16.25,18.0
German 5; A2-B1: Einstieg ins Niveau B1,_D_Z25Ei,Language Course,Petra Blöchlinger,German,German 5; A2-B1: Einstieg ins Niveau B1,Tuesday,Evening,18.25,19.75
Get R_eady: Introduction to Data Analysis for Empirical Research,GETR,Block Course,"Ulrike Held, Stefania Iaquinto",English,Get R_eady: Introduction to Data Analysis for Empirical Research,Thursday,Afternoon,14.0,17.0
Fortgeschrittene Methoden,240-009a,Seminar,"Andrea Judith Radvanszky, Claudia Vorheyer",German,Advanced Methods,Friday,Afternoon,14.0,15.75
Modeling,240-012a,Seminar,"Heiko Rauhut, Heinrich Nax",English,Modeling,Tuesday,Morning,8.0,12.0
Forschungsseminar Lebenslauf und Generationen (Teil 1),240-502a,Seminar,Marc Szydlik,German,Research Seminar Life Course and Generations,Tuesday,Afternoon,14.0,15.75
Introduction to Social Norms and Cooperation,240-505a,Seminar,Alexander Ehlert,English,Introduction to Social Norms and Cooperation,Wednesday,Morning,10.25,12.0
Current Sociological Research,240-507a,Colloquium,"Heiko Rauhut, Katja Rost, Jörg Rössel, Michael J. Shanahan, Marc Szydlik, Per Block, Heinrich Nax, Ilona Pap",English,Current Sociological Research,Tuesday,Afternoon,12.25,13.75
Einführung in Wirtschaftssoziologie,240-509a,Seminar,Jörg Rössel,German,Introduction to Economic Sociology,Monday,Afternoon,14.0,15.75
Bachelorarbeit Soziologie,240-BAa,Student Work,N/A,German,Bachelor's Thesis,N/A,N/A,N/A,N/A
Bachelorarbeit,240-BAa,Seminar,"Marco Giesselmann, Bettina Isengard, Sandra Gilgen",German,Bachelor's Thesis,Tuesday,Afternoon,14.0,18.0
Masterarbeit,240-MAa,Student Work,N/A,German,Master's Thesis,N/A,N/A,N/A,N/A
Get R_eady: Prognostic &amp; Prediction Modeling in Research,GETR_3,Block Course,"Ulrike Held, Manja Elisabeth Deforth",English,Get R_eady: Prognostic &amp; Prediction Modeling in Research,Thursday,Afternoon,14.0,17.0
Raumanalysen interdisziplinär: GIS als digitale Methode,GIS_2,Seminar,"Daniel Ursprung, Eike von Lindern",German,Raumanalysen interdisziplinär: GIS als digitale Methode,N/A,N/A,N/A,N/A
Risk Preferences and Economic Development,615-005a,Seminar,Karl Philipp Wilhelm Kerler,English,Public Choice (Seminar),Tuesday,Afternoon,12.25,13.75
"Parteien, politisches Verhalten und Demokratie in Lateinamerika",615-006a,Seminar,Simon Bornschier,German,Political Behavior (Seminar),Friday,Afternoon,14.0,15.75
"Conflict, Crisis, and Change in Party Systems",615-006a,Seminar,David Aaron Newman Attewell,English,Political Behavior (Seminar),Wednesday,Afternoon,14.0,15.75
The whole world is watching: Climate activism between support and repression,615-006a,Seminar,Jessica Patricia Lang,English,Political Behavior (Seminar),Wednesday,Morning,10.25,12.0
American Politics,615-006a,Seminar,"Jonathan B. Slapin, Felipe Arturo Perilla Reyes",English,Political Behavior (Seminar),Monday,Afternoon,14.0,15.75
The Politics of Artificial Intelligence,615-008a,Seminar,Fabrizio Gilardi,"English, German",Political Processes and Public Policy (Seminar),Thursday,Morning,10.25,12.0
Causes and Consequences of War,615-010a,Seminar,Iryna Lukianova,English,International Politics (Seminar),Thursday,Afternoon,14.0,15.75
The UN Security Council in the 21st Century,615-010a,Seminar,Johannes Scherzinger,English,International Politics (Seminar),Thursday,Afternoon,16.25,18.0
China in International Affairs,615-010a,Seminar,Aleksandra Tirziu,English,International Politics (Seminar),Thursday,Morning,10.25,12.0
Multiperspektivische Konfliktanalysen: Der China-Taiwan-Konflikt,615-010a,Seminar,Manuela Spindler,German,International Politics (Seminar),Thursday,Morning,10.25,12.0
"Citizens, Voters, and Democratic Practice",615-012a,Seminar,Iva Srbinovska,English,Democracy Studies (Seminar),Tuesday,Afternoon,14.0,15.75
How citizens think about democracy,615-012a,Seminar,Hannah Iris Werner,English,Democracy Studies (Seminar),Monday,Afternoon,14.0,15.75
Digitale Demokratie - Risiken und Möglichkeiten,615-012a,Seminar,Valeria Vuk,German,Democracy Studies (Seminar),Thursday,Afternoon,14.0,15.75
Integrationspolitik: Ist das zu schaffen?,615-013a,Seminar,Deniz Danaci,German,Swiss Politics (Seminar),Friday,Afternoon,12.25,13.75
Woran krankt es? Analysen der Schweizer Gesundheitspolitik,615-013a,Seminar,Daniela Eberli,German,Swiss Politics (Seminar),Friday,Morning,10.25,13.75
Die Sozialdemokratie im 21. Jahrhundert in der Schweiz und in Europa,615-013a,Seminar,Reto Mitteregger,German,Swiss Politics (Seminar),Wednesday,Afternoon,12.25,13.75
"Politische Systeme und Theorien II, Tutorat Gr. 01",615-016a,Tutorial,N/A,German,Political Systems and Theories II,Monday,Morning,8.0,9.75
"Politische Systeme und Theorien II, Tutorat Gr. 02",615-016a,Tutorial,N/A,German,Political Systems and Theories II,Monday,Morning,8.0,9.75
"Politische Systeme und Theorien II, Tutorat Gr. 03",615-016a,Tutorial,N/A,German,Political Systems and Theories II,Monday,Morning,8.0,9.75
"Politische Systeme und Theorien II, Tutorat Gr. 04",615-016a,Tutorial,N/A,German,Political Systems and Theories II,Monday,Morning,8.0,9.75
Master Thesis in Paleontology,BIO512,Student Work,"Hugo Bucher, Marcelo R. Sanchez, Catalina Pimiento Hernandez, Michael Hautmann, Christian Klug, Torsten Scheyer, Gabriel Aguirre Fernandez, Jorge Domingo Carrillo Briceno, Elke Schneebeli",German,BIO 512 Master Thesis in Paleontology,N/A,N/A,N/A,N/A
Paleontological Colloquium,BIO571,Colloquium,Torsten Scheyer,German,BIO 571 Paleontological Colloquium,N/A,N/A,N/A,N/A
"Mass extinctions, macroevolution and macroecology through the Phanerozoic",BIO274,Course,"Michael Hautmann, Christian Klug, Torsten Scheyer, Elke Schneebeli",German,"BIO 274 Mass extinctions, macroevolution and macroecology through the Phanerozoic",Monday,Afternoon,16.25,17.0
Research Internship in Paleontology (in the research groups 4- 12 weeks),BIO269,Practical Training,"Hugo Bucher, Marcelo R. Sanchez, Catalina Pimiento Hernandez, Michael Hautmann, Christian Klug, Torsten Scheyer, Gabriel Aguirre Fernandez, Jorge Domingo Carrillo Briceno, Elke Schneebeli",German,BIO 269 Research Internship in Paleontology (in the research groups 4- 12 weeks),N/A,N/A,N/A,N/A
Paleontological Excursions (on weekends),BIO279,Field Trip,"Michael Hautmann, Christian Klug, Torsten Scheyer",German,BIO 279 Paleontological Excursions (on weekends),N/A,N/A,N/A,N/A
Paläontologische Feldarbeit,BIO268,Block Course,Christian Klug,German,BIO 268 Paleontological Fieldwork,Tuesday,Afternoon,13.0,17.0
Die Ethik pädagogischer Beziehungen,222EpB,Seminar,Franziska Felder,German,Die Ethik pädagogischer Beziehungen,Thursday,Afternoon,14.0,18.0
"Politische Systeme und Theorien II, Tutorat Gr. 05",615-016a,Tutorial,N/A,German,Political Systems and Theories II,Monday,Morning,8.0,9.75
"Politische Systeme und Theorien II, Tutorat Gr. 06",615-016a,Tutorial,N/A,German,Political Systems and Theories II,Monday,Morning,8.0,9.75
"Politische Systeme und Theorien II, Tutorat Gr. 07",615-016a,Tutorial,N/A,German,Political Systems and Theories II,Monday,Morning,8.0,9.75
"Desinformationen, Fehlinformationen und Verschwörungstheorien in der",Gesundheitskommunikation254k105a,Seminar,Sabrina Heike Kessler,German,"Disinformation, misinformation, and conspiracy theories in health communication",Tuesday,Morning,10.25,12.0
"Politische Systeme und Theorien II, Tutorat Gr. 08",615-016a,Tutorial,N/A,German,Political Systems and Theories II,Monday,Morning,8.0,9.75
"Politische Systeme und Theorien II, Tutorat Gr. 09",615-016a,Tutorial,N/A,German,Political Systems and Theories II,Monday,Morning,8.0,9.75
"Politische Systeme und Theorien II, Tutorat Gr. 10",615-016a,Tutorial,N/A,German,Political Systems and Theories II,Monday,Morning,8.0,9.75
"Moral Panics auf der Spur: Was ist dran an Filterblasen, Fake News, Informationsflut und",254k106a,Seminar,Anne Schulz,German,"Moral panics? What do we know about filter bubbles, fake news, information overload",Tuesday,Morning,10.25,12.0
Politische Systeme und Theorien II,615-016a,Course,"Francis Cheneval, Fabrizio Gilardi, Silja Häusermann, Katharina Michaelowa, Jonathan B. Slapin, Marco Steenbergen, Thomas Widmer, Lucas Thomas Leemann, Simon Bornschier, Maria Belen Gonzalez",German,Political Systems and Theories II,Monday,Afternoon,16.25,18.0
Politik und Regulierung von Social Media Plattformen,254k107a,Seminar,"Sedef Biçer, Florian Saurwein-Scherer",German,Politics and Regulation of Social Media Platforms,Wednesday,Afternoon,14.0,15.75
